"Maturity","PC1","PC2","PC3","PC4","PC5","PC6"
"DTB3",0.397393301569582,0.867505063776373,0.168732002539975,-0.241036444675745,0.0534254000387786,0.0094972879076854
"DGS2",0.4087714120506,0.118439400484413,-0.609548618314814,0.61396947204898,-0.264010345088294,-0.0258562969469818
"DGS5",0.411273537287398,-0.238887076909471,-0.339882036364088,-0.275704727019004,0.702373939805797,-0.298202943564982
"DGS7",0.412338890234722,-0.269031245291799,-0.0907254561126942,-0.36598982142356,-0.198257484307025,0.759021172827534
"DGS10",0.411828206563996,-0.26524116183572,0.227494533419474,-0.263868268292096,-0.564865171953039,-0.565324478608144
"DGS30",0.40769196946123,-0.183328536637573,0.651517707713115,0.534186120029557,0.275202508036268,0.120877421240331
